"year","site","box","species","fki","hd_1.45","hatching_first_recorded","suc"
2014,"FOF",1,"bluti",124,"136",136,10
2014,"FOF",2,"bluti",134,"146",146,7
2014,"FOF",3,"bluti",120,"133",134,6
2014,"FOF",4,"bluti",134,"146",146,-999
2014,"FOF",5,"bluti",122,"136",136,6
2014,"FOF",6,"bluti",120,"128",128,5
2014,"BAD",1,"bluti",122,"136",136,11
2014,"BAD",2,"",NA,"",NA,NA
2014,"BAD",3,"bluti",123,"138",138,11
2014,"BAD",4,"",NA,"",NA,NA
2014,"BAD",5,"bluti",120,"132",132,8
2014,"BAD",6,"bluti",126,"138",138,8
2014,"LVN",1,"bluti",134,"143",144,7
2014,"LVN",2,"bluti",134,"146",146,8
2014,"LVN",3,"bluti",138,"146",146,7
2014,"LVN",4,"",NA,"",NA,NA
2014,"LVN",5,"bluti",130,"141",142,6
2014,"LVN",6,"",NA,"",NA,NA
2014,"GLF",1,"bluti",122,"133",134,9
2014,"GLF",2,"bluti",130,"143",144,10
2014,"GLF",3,"",NA,"",NA,NA
2014,"GLF",4,"bluti",120,"135",136,8
2014,"GLF",5,"bluti",134,"148",148,5
2014,"GLF",6,"bluti",124,"135",136,7
2014,"MCH",1,"",NA,"",NA,NA
2014,"MCH",2,"",NA,"",NA,NA
2014,"MCH",3,"bluti",122,"135",136,9
2014,"MCH",4,"",NA,"",NA,NA
2014,"MCH",5,"bluti",124,"137",138,11
2014,"MCH",6,"bluti",122,"134",134,9
2014,"PTH",1,"bluti",119,"132",133,11
2014,"PTH",2,"",NA,"",NA,NA
2014,"PTH",3,"bluti",123,"135",135,7
2014,"PTH",4,"bluti",131,"144",145,5
2014,"PTH",5,"",NA,"",NA,NA
2014,"PTH",6,"bluti",129,"141",141,7
2014,"STY",1,"bluti",118,"131",132,12
2014,"STY",2,"",NA,"",NA,NA
2014,"STY",3,"",NA,"",NA,NA
2014,"STY",4,"",NA,"",NA,NA
2014,"STY",5,"bluti",122,"136",136,11
2014,"STY",6,"bluti",122,"135",136,12
2014,"BIR",1,"",NA,"",NA,NA
2014,"BIR",2,"bluti",127,"140",141,8
2014,"BIR",3,"",NA,"",NA,NA
2014,"BIR",4,"bluti",127,"138",139,9
2014,"BIR",5,"",NA,"",NA,NA
2014,"BIR",6,"bluti",133,"145",145,10
2014,"DUN",1,"bluti",144,"156",156,0
2014,"DUN",2,"",NA,"",NA,NA
2014,"DUN",3,"",NA,"",NA,NA
2014,"DUN",4,"",NA,"",NA,NA
2014,"DUN",5,"",NA,"",NA,NA
2014,"DUN",6,"",NA,"",NA,NA
2014,"BLG",1,"bluti",133,"145",145,7
2014,"BLG",2,"bluti",127,"139",139,9
2014,"BLG",3,"bluti",143,"153",153,6
2014,"BLG",4,"bluti",127,"137",137,5
2014,"BLG",5,"bluti",129,"143",143,7
2014,"BLG",6,"bluti",135,"146",147,5
2014,"KCK",1,"bluti",130,"144",144,9
2014,"KCK",2,"bluti",130,"143",144,6
2014,"KCK",3,"bluti",138,"150",150,5
2014,"KCK",4,"",NA,"",NA,NA
2014,"KCK",5,"",NA,"",NA,NA
2014,"KCK",6,"bluti",134,"148",148,8
2014,"BLA",1,"",NA,"",NA,NA
2014,"BLA",2,"",NA,"",NA,NA
2014,"BLA",3,"bluti",139,"147",147,3
2014,"BLA",4,"bluti",129,"141",141,7
2014,"BLA",5,"",NA,"",NA,NA
2014,"BLA",6,"bluti",135,"148",149,6
2014,"CAL",1,"",NA,"",NA,NA
2014,"CAL",2,"bluti",NA,"",NA,NA
2014,"CAL",3,"bluti",134,"147",148,14
2014,"CAL",4,"",NA,"",NA,NA
2014,"CAL",5,"",NA,"",NA,NA
2014,"CAL",6,"",NA,"",NA,NA
2014,"DNM",1,"",NA,"",NA,NA
2014,"DNM",2,"",NA,"",NA,NA
2014,"DNM",3,"",NA,"",NA,NA
2014,"DNM",4,"",NA,"",NA,NA
2014,"DNM",5,"",NA,"",NA,NA
2014,"DNM",6,"",NA,"",NA,NA
2014,"DNC",1,"bluti",135,"147",147,11
2014,"DNC",2,"",NA,"",NA,NA
2014,"DNC",3,"",NA,"",NA,NA
2014,"DNC",4,"",NA,"",NA,NA
2014,"DNC",5,"",NA,"",NA,NA
2014,"DNC",6,"",NA,"",NA,NA
2014,"DLW",1,"",NA,"",NA,NA
2014,"DLW",2,"",NA,"",NA,NA
2014,"DLW",3,"",NA,"",NA,NA
2014,"DLW",4,"bluti",136,"150",150,10
2014,"DLW",5,"",NA,"",NA,NA
2014,"DLW",6,"",NA,"",NA,NA
2014,"CRU",1,"bluti",132,"145",146,5
2014,"CRU",2,"",NA,"",NA,NA
2014,"CRU",3,"",NA,"",NA,NA
2014,"CRU",4,"bluti",134,"146",146,6
2014,"CRU",5,"",NA,"",NA,NA
2014,"CRU",6,"",NA,"",NA,NA
2014,"NEW",1,"",NA,"",NA,NA
2014,"NEW",2,"bluti",125,"138",139,6
2014,"NEW",3,"",NA,"",NA,NA
2014,"NEW",4,"",NA,"",NA,NA
2014,"NEW",5,"bluti",127,"139",139,9
2014,"NEW",6,"bluti",127,"138",139,8
2014,"INS",1,"",NA,"",NA,NA
2014,"INS",2,"",NA,"",NA,NA
2014,"INS",3,"",NA,"",NA,NA
2014,"INS",4,"",NA,"",NA,NA
2014,"INS",5,"",NA,"",NA,NA
2014,"INS",6,"bluti",132,"146",146,7
2014,"FSH",1,"",NA,"",NA,NA
2014,"FSH",2,"",NA,"",NA,NA
2014,"FSH",3,"bluti",130,"142",142,8
2014,"FSH",4,"",NA,"",NA,NA
2014,"FSH",5,"bluti",128,"140",140,11
2014,"FSH",6,"",NA,"",NA,NA
2014,"AVI",1,"bluti",125,"137",137,8
2014,"AVI",2,"",NA,"",NA,NA
2014,"AVI",3,"",NA,"",NA,NA
2014,"AVI",4,"",NA,"",NA,NA
2014,"AVI",5,"",NA,"",NA,NA
2014,"AVI",6,"",NA,"",NA,NA
2014,"CAR",1,"",NA,"",NA,NA
2014,"CAR",2,"",NA,"",NA,NA
2014,"CAR",3,"bluti",126,"136",136,6
2014,"CAR",4,"",NA,"",NA,NA
2014,"CAR",5,"bluti",130,"141",142,6
2014,"CAR",6,"",NA,"",NA,NA
2014,"TOM",1,"",NA,"",NA,NA
2014,"TOM",2,"",NA,"",NA,NA
2014,"TOM",3,"",NA,"",NA,NA
2014,"TOM",4,"",NA,"",NA,NA
2014,"TOM",5,"",NA,"",NA,NA
2014,"TOM",6,"",NA,"",NA,NA
2014,"DAV",1,"bluti",126,"138",138,7
2014,"DAV",2,"",NA,"",NA,NA
2014,"DAV",3,"",NA,"",NA,NA
2014,"DAV",4,"bluti",126,"139",140,7
2014,"DAV",5,"bluti",134,"147",148,8
2014,"DAV",6,"bluti",118,"130",130,6
2014,"MUN",1,"bluti",127,"138",139,0
2014,"MUN",2,"bluti",127,"139",139,6
2014,"MUN",3,"bluti",129,"143",143,9
2014,"MUN",4,"",NA,"",NA,NA
2014,"MUN",5,"",NA,"",NA,NA
2014,"MUN",6,"bluti",129,"141",141,2
2014,"FOU",1,"bluti",114,"127",128,9
2014,"FOU",2,"bluti",122,"134",134,9
2014,"FOU",3,"bluti",126,"136",136,7
2014,"FOU",4,"",NA,"",NA,NA
2014,"FOU",5,"bluti",124,"135",136,7
2014,"FOU",6,"",NA,"",NA,NA
2014,"ALN",1,"bluti",127,"142",143,9
2014,"ALN",2,"",NA,"",NA,NA
2014,"ALN",3,"",NA,"",NA,NA
2014,"ALN",4,"",NA,"",NA,NA
2014,"ALN",5,"bluti",125,"138",139,8
2014,"ALN",6,"",NA,"",NA,NA
2014,"DEL",1,"bluti",NA,"",NA,0
2014,"DEL",2,"bluti",128,"137",138,6
2014,"DEL",3,"bluti",122,"134",134,9
2014,"DEL",4,"bluti",126,"136",136,8
2014,"DEL",5,"bluti",126,"136",136,6
2014,"DEL",6,"",NA,"",NA,NA
2014,"TAI",1,"",NA,"",NA,NA
2014,"TAI",2,"bluti",131,"143",143,0
2014,"TAI",3,"bluti",129,"143",143,4
2014,"TAI",4,"bluti",127,"139",139,8
2014,"TAI",5,"bluti",117,"128",129,5
2014,"TAI",6,"bluti",NA,"",NA,NA
2014,"DOR",1,"",NA,"",NA,NA
2014,"DOR",2,"bluti",124,"136",136,8
2014,"DOR",3,"bluti",142,"154",154,2
2014,"DOR",4,"",NA,"",NA,NA
2014,"DOR",5,"bluti",128,"142",142,3
2014,"DOR",6,"bluti",128,"142",142,4
2015,"EDI",1,"bluti",127,"",NA,0
2015,"EDI",2,"bluti",125,"138",139,7
2015,"EDI",3,"bluti",127,"138",139,0
2015,"EDI",4,"bluti",127,"141",141,7
2015,"EDI",5,"bluti",133,"147",147,0
2015,"EDI",6,"bluti",145,"156",157,6
2015,"RSY",1,"bluti",130,"140",140,0
2015,"RSY",2,"bluti",134,"146",146,0
2015,"RSY",3,"bluti",142,"154",154,0
2015,"RSY",4,"bluti",142,"156",156,0
2015,"RSY",5,"bluti",140,"150",150,0
2015,"RSY",6,"bluti",136,"150",150,2
2015,"FOF",1,"bluti",128,"138",138,3
2015,"FOF",2,"bluti",132,"143",144,8
2015,"FOF",3,"bluti",128,"140",140,6
2015,"FOF",4,"bluti",142,"152",152,0
2015,"FOF",5,"bluti",130,"140",140,7
2015,"FOF",6,"bluti",130,"141",142,4
2015,"BAD",1,"bluti",NA,"144",144,0
2015,"BAD",2,"bluti",NA,"146",146,5
2015,"BAD",3,"bluti",NA,"152",152,3
2015,"BAD",4,"bluti",NA,"146",146,6
2015,"BAD",5,"bluti",NA,"150",150,5
2015,"LVN",1,"bluti",140,"154",154,0
2015,"LVN",2,"bluti",126,"140",140,4
2015,"LVN",3,"bluti",NA,"",NA,NA
2015,"LVN",4,"bluti",134,"144",144,7
2015,"LVN",5,"bluti",126,"139",140,5
2015,"LVN",6,"bluti",132,"142",142,6
2015,"GLF",1,"bluti",133,"147",147,5
2015,"GLF",2,"bluti",127,"141",141,0
2015,"GLF",3,"bluti",137,"147",147,3
2015,"GLF",4,"bluti",131,"143",143,5
2015,"GLF",5,"bluti",133,"147",147,4
2015,"GLF",6,"bluti",127,"141",141,4
2015,"SER",1,"bluti",124,"134",136,2
2015,"SER",2,"bluti",133,"146",146,2
2015,"SER",3,"bluti",124,"136",136,6
2015,"SER",4,"bluti",136,"147",147,0
2015,"SER",5,"bluti",133,"147",147,0
2015,"SER",6,"bluti",127,"141",141,9
2015,"MCH",1,"bluti",NA,"",144,5
2015,"MCH",2,"bluti",NA,"147",148,0
2015,"MCH",3,"bluti",NA,"",144,7
2015,"MCH",4,"",NA,"",NA,NA
2015,"MCH",6,"bluti",NA,"",144,7
2015,"PTH",1,"bluti",124,"138",138,8
2015,"PTH",2,"bluti",140,"150",150,2
2015,"PTH",3,"bluti",132,"142",142,7
2015,"PTH",4,"bluti",136,"146",146,7
2015,"PTH",5,"bluti",132,"143",144,6
2015,"PTH",6,"bluti",136,"148",148,4
2015,"STY",1,"bluti",141,"154",155,5
2015,"STY",2,"bluti",149,"",NA,0
2015,"STY",3,"bluti",127,"139",139,5
2015,"STY",4,"bluti",141,"155",155,0
2015,"STY",5,"bluti",127,"142",143,0
2015,"STY",6,"bluti",127,"140",141,0
2015,"BIR",1,"bluti",NA,"148",148,5
2015,"BIR",2,"bluti",NA,"147",148,7
2015,"BIR",3,"bluti",NA,"154",154,4
2015,"BIR",4,"bluti",NA,"153",154,0
2015,"BIR",5,"bluti",NA,"150",150,2
2015,"BIR",6,"bluti",NA,"153",154,5
2015,"DUN",1,"",NA,"",NA,NA
2015,"DUN",2,"",NA,"",NA,NA
2015,"DUN",3,"bluti",143,"",NA,0
2015,"DUN",4,"bluti",139,"150",151,7
2015,"DUN",5,"",NA,"",NA,NA
2015,"DUN",6,"bluti",133,"145",145,0
2015,"BLG",1,"bluti",142,"154",154,1
2015,"BLG",2,"bluti",130,"144",144,4
2015,"BLG",3,"bluti",128,"140",140,9
2015,"BLG",4,"bluti",124,"136",136,8
2015,"BLG",5,"bluti",130,"152",152,4
2015,"BLG",6,"bluti",126,"139",140,5
2015,"KCK",1,"bluti",139,"151",151,0
2015,"KCK",2,"bluti",147,"159",159,0
2015,"KCK",3,"",NA,"",NA,NA
2015,"KCK",4,"bluti",137,"151",151,5
2015,"KCK",5,"bluti",141,"155",155,3
2015,"KCK",6,"",NA,"",NA,NA
2015,"KCZ",1,"",NA,"",NA,NA
2015,"KCZ",2,"",NA,"",NA,NA
2015,"KCZ",3,"bluti",147,"158",159,7
2015,"KCZ",4,"bluti",135,"147",147,9
2015,"KCZ",5,"bluti",139,"151",151,7
2015,"KCZ",6,"bluti",143,"155",155,7
2015,"BLA",1,"bluti",136,"148",148,5
2015,"BLA",2,"bluti",140,"152",152,5
2015,"BLA",3,"bluti",NA,"",NA,NA
2015,"BLA",4,"bluti",136,"151",152,7
2015,"BLA",5,"bluti",132,"147",148,4
2015,"BLA",6,"bluti",128,"140",140,6
2015,"CAL",1,"bluti",129,"141",141,10
2015,"CAL",2,"",NA,"",NA,NA
2015,"CAL",3,"",NA,"",NA,NA
2015,"CAL",4,"bluti",133,"145",145,7
2015,"CAL",5,"",NA,"",NA,NA
2015,"CAL",6,"",NA,"",NA,NA
2015,"DNM",1,"",NA,"",NA,NA
2015,"DNM",2,"bluti",132,"144",144,0
2015,"DNM",3,"",NA,"",NA,NA
2015,"DNM",4,"bluti",140,"150",150,6
2015,"DNM",5,"",NA,"",NA,NA
2015,"DNM",6,"",NA,"",NA,NA
2015,"DNC",1,"bluti",144,"158",158,0
2015,"DNC",2,"bluti",NA,"",NA,NA
2015,"DNC",3,"",NA,"",NA,NA
2015,"DNC",4,"",NA,"",NA,NA
2015,"DNC",5,"bluti",138,"151",152,6
2015,"DNC",6,"",NA,"",NA,NA
2015,"DNS",1,"bluti",138,"152",152,3
2015,"DNS",2,"",NA,"",NA,NA
2015,"DNS",3,"",NA,"",NA,NA
2015,"DNS",4,"",NA,"",NA,NA
2015,"DLW",1,"bluti",141,"151",151,5
2015,"DLW",2,"",NA,"",NA,NA
2015,"DLW",3,"",NA,"",NA,NA
2015,"DLW",4,"",NA,"",NA,NA
2015,"DLW",5,"bluti",NA,"",NA,NA
2015,"DLW",6,"bluti",129,"138",139,0
2015,"CRU",1,"",NA,"",NA,NA
2015,"CRU",2,"bluti",155,"166",167,5
2015,"CRU",3,"bluti",141,"157",157,0
2015,"CRU",4,"",NA,"",NA,NA
2015,"CRU",5,"",NA,"",NA,NA
2015,"CRU",6,"bluti",143,"153",153,4
2015,"NEW",1,"",NA,"",NA,NA
2015,"NEW",2,"bluti",122,"135",136,5
2015,"NEW",3,"bluti",124,"137",138,0
2015,"NEW",4,"",NA,"",NA,NA
2015,"NEW",5,"bluti",132,"144",144,2
2015,"NEW",6,"bluti",126,"141",142,5
2015,"INS",1,"",NA,"",NA,NA
2015,"INS",2,"",NA,"",NA,NA
2015,"INS",3,"",NA,"",NA,NA
2015,"INS",4,"",NA,"",NA,NA
2015,"INS",5,"",NA,"",NA,NA
2015,"INS",6,"bluti",144,"157",158,0
2015,"FSH",1,"",NA,"",NA,NA
2015,"FSH",2,"bluti",136,"150",150,4
2015,"FSH",3,"bluti",140,"153",154,5
2015,"FSH",4,"bluti",128,"144",144,-999
2015,"FSH",5,"bluti",132,"146",146,-999
2015,"FSH",6,"bluti",132,"144",144,-999
2015,"RTH",1,"",NA,"",NA,NA
2015,"RTH",2,"bluti",136,"150",150,8
2015,"RTH",3,"bluti",138,"154",154,7
2015,"RTH",4,"",NA,"",NA,NA
2015,"RTH",5,"",NA,"",NA,NA
2015,"RTH",6,"",NA,"",NA,NA
2015,"AVI",1,"bluti",NA,"",NA,NA
2015,"AVI",2,"bluti",131,"142",143,5
2015,"AVI",3,"bluti",131,"144",145,8
2015,"AVI",4,"bluti",NA,"",NA,NA
2015,"AVI",5,"bluti",135,"148",149,6
2015,"AVI",6,"bluti",135,"149",149,6
2015,"AVN",1,"bluti",135,"147",147,4
2015,"AVN",2,"bluti",133,"145",145,7
2015,"AVN",3,"bluti",139,"150",151,7
2015,"AVN",4,"bluti",135,"149",149,8
2015,"AVN",5,"bluti",137,"151",151,5
2015,"AVN",6,"bluti",135,"150",151,5
2015,"CAR",1,"bluti",126,"138",138,2
2015,"CAR",2,"bluti",126,"139",140,1
2015,"CAR",3,"",NA,"",NA,NA
2015,"CAR",4,"bluti",136,"148",148,5
2015,"CAR",5,"",NA,"",NA,NA
2015,"CAR",6,"bluti",132,"145",146,3
2015,"SLS",1,"bluti",141,"155",155,0
2015,"SLS",2,"",NA,"",NA,NA
2015,"SLS",3,"",NA,"",NA,NA
2015,"SLS",4,"bluti",135,"147",147,4
2015,"SLS",5,"",NA,"",NA,NA
2015,"SLS",6,"",NA,"",NA,NA
2015,"TOM",1,"",NA,"",NA,NA
2015,"TOM",2,"coati",123,"133",133,3
2015,"TOM",3,"",NA,"",NA,NA
2015,"TOM",4,"",NA,"",NA,NA
2015,"TOM",5,"",NA,"",NA,NA
2015,"TOM",6,"",NA,"",NA,NA
2015,"DAV",1,"bluti",124,"138",138,4
2015,"DAV",2,"",NA,"",NA,NA
2015,"DAV",3,"bluti",124,"140",140,1
2015,"DAV",4,"bluti",136,"150",150,0
2015,"DAV",5,"bluti",124,"136",136,0
2015,"DAV",6,"",NA,"",NA,NA
2015,"MUN",1,"bluti",132,"143",144,3
2015,"MUN",2,"bluti",140,"150",150,3
2015,"MUN",3,"",NA,"",NA,NA
2015,"MUN",4,"",NA,"",NA,NA
2015,"MUN",5,"bluti",132,"146",146,5
2015,"MUN",6,"bluti",134,"141",142,1
2015,"FOU",1,"bluti",121,"134",135,0
2015,"FOU",2,"bluti",NA,"",NA,NA
2015,"FOU",3,"bluti",123,"137",137,8
2015,"FOU",4,"bluti",125,"139",139,5
2015,"FOU",5,"bluti",NA,"",NA,NA
2015,"FOU",6,"bluti",125,"139",139,6
2015,"ALN",1,"bluti",NA,"",NA,NA
2015,"ALN",2,"",NA,"",NA,NA
2015,"ALN",3,"bluti",141,"152",153,5
2015,"ALN",4,"bluti",129,"141",141,5
2015,"ALN",5,"bluti",133,"147",147,6
2015,"ALN",6,"bluti",137,"149",149,0
2015,"DEL",1,"bluti",130,"142",142,7
2015,"DEL",2,"bluti",126,"140",140,0
2015,"DEL",3,"bluti",126,"139",140,5
2015,"DEL",4,"bluti",136,"151",152,4
2015,"DEL",5,"bluti",130,"141",142,6
2015,"DEL",6,"bluti",136,"147",148,2
2015,"TAI",1,"",NA,"",NA,NA
2015,"TAI",2,"bluti",NA,"",NA,NA
2015,"TAI",3,"",NA,"",NA,NA
2015,"TAI",4,"bluti",NA,"",NA,NA
2015,"TAI",5,"bluti",NA,"",NA,4
2015,"TAI",6,"bluti",NA,"",NA,NA
2015,"SPD",1,"bluti",153,"163",163,0
2015,"SPD",2,"",NA,"",NA,NA
2015,"SPD",3,"",NA,"",NA,NA
2015,"SPD",4,"bluti",151,"165",165,0
2015,"SPD",5,"",NA,"",NA,NA
2015,"SPD",6,"",NA,"",NA,NA
2015,"DOR",1,"bluti",142,"154",154,2
2015,"DOR",2,"",NA,"",NA,NA
2015,"DOR",3,"bluti",138,"151",152,2
2015,"DOR",4,"bluti",142,"155",156,0
2015,"DOR",5,"",NA,"",NA,NA
2015,"DOR",6,"",NA,"",NA,NA
2016,"EDI",1,"bluti",132,"145",146,0
2016,"EDI",2,"bluti",124,"137",138,8
2016,"EDI",3,"bluti",126,"140",140,0
2016,"EDI",4,"bluti",134,"148",148,8
2016,"EDI",5,"bluti",132,"144",144,8
2016,"EDI",6,"bluti",134,"147",148,8
2016,"RSY",1,"bluti",133,"146",147,8
2016,"RSY",2,"",NA,"",NA,NA
2016,"RSY",3,"bluti",137,"151",151,6
2016,"RSY",4,"bluti",133,"147",147,0
2016,"RSY",5,"bluti",133,"145",145,8
2016,"RSY",6,"bluti",135,"147",147,6
2016,"FOF",1,"bluti",133,"145",145,9
2016,"FOF",2,"bluti",135,"147",147,6
2016,"FOF",3,"bluti",133,"145",145,9
2016,"FOF",4,"bluti",131,"143",143,8
2016,"FOF",5,"bluti",129,"141",141,10
2016,"FOF",6,"bluti",133,"146",147,8
2016,"BAD",1,"bluti",133,"",151,8
2016,"BAD",2,"",NA,"",NA,NA
2016,"BAD",3,"bluti",141,"",151,5
2016,"BAD",4,"bluti",141,"",151,7
2016,"BAD",5,"bluti",141,"",151,6
2016,"BAD",6,"bluti",141,"",151,7
2016,"LVN",1,"",NA,"",NA,NA
2016,"LVN",2,"",NA,"",NA,NA
2016,"LVN",3,"bluti",129,"141",141,5
2016,"LVN",4,"bluti",NA,"",NA,NA
2016,"LVN",5,"bluti",131,"143",143,3
2016,"LVN",6,"bluti",131,"144",145,7
2016,"GLF",1,"bluti",136,"151",152,0
2016,"GLF",2,"bluti",136,"148",148,8
2016,"GLF",3,"bluti",136,"150",150,9
2016,"GLF",4,"bluti",138,"149",150,4
2016,"GLF",5,"bluti",134,"148",148,8
2016,"GLF",6,"bluti",128,"142",142,8
2016,"SER",1,"bluti",124,"139",141,9
2016,"SER",2,"bluti",124,"135",136,6
2016,"SER",3,"bluti",124,"136",136,9
2016,"SER",4,"bluti",130,"143",144,8
2016,"SER",5,"bluti",126,"135",136,8
2016,"SER",6,"bluti",126,"139",141,7
2016,"MCH",1,"bluti",132,"144",144,0
2016,"MCH",2,"",NA,"",NA,NA
2016,"MCH",3,"bluti",130,"143",144,8
2016,"MCH",4,"",NA,"",NA,NA
2016,"MCH",5,"bluti",132,"144",144,10
2016,"MCH",6,"bluti",128,"142",142,0
2016,"PTH",1,"bluti",NA,"",154,4
2016,"PTH",2,"bluti",NA,"",154,9
2016,"PTH",3,"bluti",125,"",141,8
2016,"PTH",4,"",NA,"",NA,NA
2016,"PTH",5,"",NA,"",NA,NA
2016,"PTH",6,"bluti",NA,"",154,-999
2016,"STY",1,"bluti",136,"148",148,4
2016,"STY",2,"bluti",128,"142",142,6
2016,"STY",3,"bluti",142,"155",156,0
2016,"STY",4,"bluti",128,"142",142,9
2016,"STY",5,"bluti",132,"144",144,6
2016,"STY",6,"bluti",128,"142",142,7
2016,"BIR",1,"bluti",131,"144",145,3
2016,"BIR",2,"bluti",NA,"",NA,NA
2016,"BIR",3,"bluti",137,"147",147,5
2016,"BIR",4,"bluti",133,"145",145,6
2016,"BIR",5,"bluti",133,"146",147,0
2016,"BIR",6,"bluti",NA,"",NA,NA
2016,"DUN",1,"",NA,"",NA,NA
2016,"DUN",2,"",NA,"",NA,NA
2016,"DUN",3,"",NA,"",162,NA
2016,"DUN",4,"bluti",NA,"",158,0
2016,"DUN",5,"",NA,"",NA,NA
2016,"DUN",6,"bluti",NA,"",NA,3
2016,"BLG",1,"bluti",137,"149",149,0
2016,"BLG",2,"bluti",137,"149",149,0
2016,"BLG",3,"bluti",133,"145",145,7
2016,"BLG",4,"bluti",143,"155",155,0
2016,"BLG",5,"bluti",133,"147",147,8
2016,"BLG",6,"bluti",133,"146",147,7
2016,"KCK",1,"bluti",144,"156",156,0
2016,"KCK",2,"",NA,"",NA,NA
2016,"KCK",3,"bluti",142,"154",154,6
2016,"KCK",4,"",NA,"",NA,NA
2016,"KCK",5,"",NA,"",NA,NA
2016,"KCK",6,"bluti",142,"156",156,0
2016,"KCZ",1,"bluti",142,"154",154,3
2016,"KCZ",2,"",NA,"",NA,NA
2016,"KCZ",3,"bluti",140,"152",152,8
2016,"KCZ",4,"bluti",138,"152",152,7
2016,"KCZ",5,"bluti",138,"152",152,7
2016,"KCZ",6,"bluti",140,"154",154,0
2016,"BLA",1,"",NA,"",NA,NA
2016,"BLA",2,"bluti",141,"153",153,0
2016,"BLA",3,"",NA,"",NA,NA
2016,"BLA",4,"",NA,"",NA,NA
2016,"BLA",5,"bluti",137,"151",151,4
2016,"BLA",6,"bluti",137,"151",151,5
2016,"CAL",1,"bluti",NA,"",NA,NA
2016,"CAL",2,"",NA,"",NA,NA
2016,"CAL",3,"",NA,"",NA,NA
2016,"CAL",4,"bluti",144,"156",156,0
2016,"CAL",5,"bluti",138,"151",152,8
2016,"CAL",6,"",NA,"",NA,NA
2016,"DNM",1,"",NA,"",NA,NA
2016,"DNM",2,"bluti",143,"155",155,10
2016,"DNM",3,"",NA,"",NA,NA
2016,"DNM",4,"",NA,"",NA,NA
2016,"DNM",5,"",NA,"",NA,NA
2016,"DNM",6,"bluti",145,"158",159,3
2016,"DNC",1,"",NA,"",NA,NA
2016,"DNC",2,"bluti",NA,"",NA,NA
2016,"DNC",3,"bluti",159,"171",171,7
2016,"DNC",4,"",NA,"",NA,NA
2016,"DNC",5,"",NA,"",NA,NA
2016,"DNC",6,"bluti",139,"151",151,11
2016,"DNS",1,"",NA,"",NA,NA
2016,"DNS",2,"",NA,"",NA,NA
2016,"DNS",3,"",NA,"",NA,NA
2016,"DNS",4,"bluti",133,"147",147,0
2016,"DLW",1,"bluti",146,"158",158,10
2016,"DLW",2,"",NA,"",NA,NA
2016,"DLW",3,"",NA,"",NA,NA
2016,"DLW",4,"",NA,"",NA,NA
2016,"DLW",5,"",NA,"",NA,NA
2016,"DLW",6,"",NA,"",NA,NA
2016,"CRU",1,"bluti",144,"158",158,8
2016,"CRU",2,"bluti",NA,"",NA,NA
2016,"CRU",3,"",NA,"",NA,NA
2016,"CRU",4,"",NA,"",NA,NA
2016,"CRU",5,"bluti",142,"156",156,7
2016,"CRU",6,"",NA,"",NA,NA
2016,"NEW",1,"bluti",134,"146",146,4
2016,"NEW",2,"bluti",132,"142",142,4
2016,"NEW",3,"bluti",148,"161",162,6
2016,"NEW",4,"",NA,"",NA,NA
2016,"NEW",5,"bluti",142,"156",156,6
2016,"NEW",6,"",NA,"",NA,NA
2016,"INS",1,"",NA,"",NA,NA
2016,"INS",2,"",NA,"",NA,NA
2016,"INS",3,"",NA,"",NA,NA
2016,"INS",4,"",NA,"",NA,NA
2016,"INS",5,"bluti",133,"149",149,9
2016,"INS",6,"",NA,"",NA,NA
2016,"FSH",1,"",NA,"",NA,NA
2016,"FSH",2,"",NA,"",NA,NA
2016,"FSH",3,"bluti",139,"153",153,8
2016,"FSH",4,"bluti",135,"",NA,0
2016,"FSH",5,"bluti",137,"151",151,8
2016,"FSH",6,"bluti",NA,"",NA,NA
2016,"RTH",1,"bluti",139,"151",151,6
2016,"RTH",2,"",NA,"",NA,NA
2016,"RTH",3,"",NA,"",NA,NA
2016,"RTH",4,"",NA,"",NA,NA
2016,"RTH",5,"bluti",141,"154",155,5
2016,"RTH",6,"bluti",139,"153",153,9
2016,"AVI",1,"bluti",138,"",NA,0
2016,"AVI",2,"",NA,"",NA,NA
2016,"AVI",3,"bluti",138,"151",152,8
2016,"AVI",4,"bluti",NA,"",NA,NA
2016,"AVI",5,"",NA,"",NA,NA
2016,"AVI",6,"bluti",144,"157",158,7
2016,"AVN",1,"bluti",135,"149",149,6
2016,"AVN",2,"",NA,"",NA,NA
2016,"AVN",3,"bluti",141,"153",153,9
2016,"AVN",4,"bluti",141,"153",153,9
2016,"AVN",5,"bluti",139,"151",151,7
2016,"AVN",6,"bluti",141,"152",153,11
2016,"CAR",1,"bluti",137,"149",149,4
2016,"CAR",2,"bluti",135,"147",147,0
2016,"CAR",3,"",NA,"",NA,NA
2016,"CAR",4,"",NA,"",NA,NA
2016,"CAR",5,"",NA,"",NA,NA
2016,"CAR",6,"",NA,"",NA,NA
2016,"SLS",1,"bluti",130,"141",142,0
2016,"SLS",2,"",NA,"",NA,NA
2016,"SLS",3,"bluti",138,"152",152,7
2016,"SLS",4,"",NA,"",NA,NA
2016,"SLS",5,"bluti",NA,"",NA,NA
2016,"SLS",6,"bluti",148,"160",160,8
2016,"TOM",1,"",NA,"",NA,NA
2016,"TOM",2,"",NA,"",NA,NA
